2026-05-08T00:10:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:53008 - "PROPFIND / HTTP/1.0" 405 Method Not Allowed
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:   File "<frozen importlib._bootstrap_external>", line 991, in exec_module
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:   File "<frozen importlib._bootstrap_external>", line 1129, in get_code
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:   File "<frozen importlib._bootstrap_external>", line 1059, in source_to_code
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:   File "/var/www/myastra/astra/backend/main.py", line 1051
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:     print(f"[AMELIA RAG] {len(memories)} wynik├│w dla: '{user_msg_clean[:60]}'"
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]:          ^
2026-05-08T13:33:49+00:00 myastra uvicorn[1598877]: SyntaxError: '(' was never closed
2026-05-08T13:33:49+00:00 myastra systemd[1]: myastra.service: Main process exited, code=exited, status=1/FAILURE
2026-05-08T13:33:49+00:00 myastra systemd[1]: myastra.service: Failed with result 'exit-code'.
2026-05-08T13:33:54+00:00 myastra systemd[1]: myastra.service: Scheduled restart job, restart counter is at 6.
2026-05-08T13:33:54+00:00 myastra systemd[1]: Started myastra.service - ASTRA Backend.
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]: Traceback (most recent call last):
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/bin/uvicorn", line 8, in <module>
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     sys.exit(main())
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:              ^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1485, in __call__
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     return self.main(*args, **kwargs)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1406, in main
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     rv = self.invoke(ctx)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:          ^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1269, in invoke
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     return ctx.invoke(self.callback, **ctx.params)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 824, in invoke
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     return callback(*args, **kwargs)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:            ^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 418, in main
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     run(
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 587, in run
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     server.run()
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 62, in run
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     return asyncio.run(self.serve(sockets=sockets))
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/usr/lib/python3.12/asyncio/runners.py", line 194, in run
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     return runner.run(main)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:            ^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/usr/lib/python3.12/asyncio/runners.py", line 118, in run
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     return self._loop.run_until_complete(task)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 69, in serve
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     config.load()
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/config.py", line 458, in load
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     self.loaded_app = import_from_string(self.app)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/importer.py", line 21, in import_from_string
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     module = importlib.import_module(module_str)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/usr/lib/python3.12/importlib/__init__.py", line 90, in import_module
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     return _bootstrap._gcd_import(name[level:], package, level)
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap_external>", line 991, in exec_module
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap_external>", line 1129, in get_code
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap_external>", line 1059, in source_to_code
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:   File "/var/www/myastra/astra/backend/main.py", line 1051
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:     print(f"[AMELIA RAG] {len(memories)} wynik├│w dla: '{user_msg_clean[:60]}'"
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]:          ^
2026-05-08T13:33:54+00:00 myastra uvicorn[1598880]: SyntaxError: '(' was never closed
2026-05-08T13:33:54+00:00 myastra systemd[1]: myastra.service: Main process exited, code=exited, status=1/FAILURE
2026-05-08T13:33:54+00:00 myastra systemd[1]: myastra.service: Failed with result 'exit-code'.
2026-05-08T13:33:59+00:00 myastra systemd[1]: myastra.service: Scheduled restart job, restart counter is at 7.
2026-05-08T13:33:59+00:00 myastra systemd[1]: Started myastra.service - ASTRA Backend.
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]: Traceback (most recent call last):
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/bin/uvicorn", line 8, in <module>
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     sys.exit(main())
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:              ^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1485, in __call__
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     return self.main(*args, **kwargs)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1406, in main
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     rv = self.invoke(ctx)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:          ^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1269, in invoke
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     return ctx.invoke(self.callback, **ctx.params)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 824, in invoke
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     return callback(*args, **kwargs)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:            ^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 418, in main
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     run(
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 587, in run
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     server.run()
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 62, in run
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     return asyncio.run(self.serve(sockets=sockets))
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/usr/lib/python3.12/asyncio/runners.py", line 194, in run
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     return runner.run(main)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:            ^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/usr/lib/python3.12/asyncio/runners.py", line 118, in run
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     return self._loop.run_until_complete(task)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 69, in serve
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     config.load()
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/config.py", line 458, in load
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     self.loaded_app = import_from_string(self.app)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/importer.py", line 21, in import_from_string
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     module = importlib.import_module(module_str)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/usr/lib/python3.12/importlib/__init__.py", line 90, in import_module
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     return _bootstrap._gcd_import(name[level:], package, level)
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap_external>", line 991, in exec_module
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap_external>", line 1129, in get_code
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap_external>", line 1059, in source_to_code
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:   File "/var/www/myastra/astra/backend/main.py", line 1051
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:     print(f"[AMELIA RAG] {len(memories)} wynik├│w dla: '{user_msg_clean[:60]}'"
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]:          ^
2026-05-08T13:33:59+00:00 myastra uvicorn[1598885]: SyntaxError: '(' was never closed
2026-05-08T13:33:59+00:00 myastra systemd[1]: myastra.service: Main process exited, code=exited, status=1/FAILURE
2026-05-08T13:33:59+00:00 myastra systemd[1]: myastra.service: Failed with result 'exit-code'.
2026-05-08T13:34:04+00:00 myastra systemd[1]: myastra.service: Scheduled restart job, restart counter is at 8.
2026-05-08T13:34:04+00:00 myastra systemd[1]: Started myastra.service - ASTRA Backend.
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]: Traceback (most recent call last):
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/bin/uvicorn", line 8, in <module>
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     sys.exit(main())
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:              ^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1485, in __call__
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     return self.main(*args, **kwargs)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1406, in main
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     rv = self.invoke(ctx)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:          ^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1269, in invoke
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     return ctx.invoke(self.callback, **ctx.params)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 824, in invoke
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     return callback(*args, **kwargs)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:            ^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 418, in main
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     run(
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 587, in run
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     server.run()
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 62, in run
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     return asyncio.run(self.serve(sockets=sockets))
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/usr/lib/python3.12/asyncio/runners.py", line 194, in run
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     return runner.run(main)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:            ^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/usr/lib/python3.12/asyncio/runners.py", line 118, in run
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     return self._loop.run_until_complete(task)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 69, in serve
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     config.load()
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/config.py", line 458, in load
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     self.loaded_app = import_from_string(self.app)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/importer.py", line 21, in import_from_string
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     module = importlib.import_module(module_str)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/usr/lib/python3.12/importlib/__init__.py", line 90, in import_module
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     return _bootstrap._gcd_import(name[level:], package, level)
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap_external>", line 991, in exec_module
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap_external>", line 1129, in get_code
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap_external>", line 1059, in source_to_code
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:   File "/var/www/myastra/astra/backend/main.py", line 1051
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:     print(f"[AMELIA RAG] {len(memories)} wynik├│w dla: '{user_msg_clean[:60]}'"
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]:          ^
2026-05-08T13:34:04+00:00 myastra uvicorn[1598963]: SyntaxError: '(' was never closed
2026-05-08T13:34:04+00:00 myastra systemd[1]: myastra.service: Main process exited, code=exited, status=1/FAILURE
2026-05-08T13:34:04+00:00 myastra systemd[1]: myastra.service: Failed with result 'exit-code'.
2026-05-08T13:34:09+00:00 myastra systemd[1]: myastra.service: Scheduled restart job, restart counter is at 9.
2026-05-08T13:34:09+00:00 myastra systemd[1]: Started myastra.service - ASTRA Backend.
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]: Traceback (most recent call last):
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/bin/uvicorn", line 8, in <module>
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     sys.exit(main())
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:              ^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1485, in __call__
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     return self.main(*args, **kwargs)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1406, in main
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     rv = self.invoke(ctx)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:          ^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 1269, in invoke
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     return ctx.invoke(self.callback, **ctx.params)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/click/core.py", line 824, in invoke
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     return callback(*args, **kwargs)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:            ^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 418, in main
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     run(
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/main.py", line 587, in run
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     server.run()
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 62, in run
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     return asyncio.run(self.serve(sockets=sockets))
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/usr/lib/python3.12/asyncio/runners.py", line 194, in run
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     return runner.run(main)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:            ^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/usr/lib/python3.12/asyncio/runners.py", line 118, in run
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     return self._loop.run_until_complete(task)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/server.py", line 69, in serve
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     config.load()
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/config.py", line 458, in load
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     self.loaded_app = import_from_string(self.app)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/var/www/myastra/astra/backend/venv/lib/python3.12/site-packages/uvicorn/importer.py", line 21, in import_from_string
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     module = importlib.import_module(module_str)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "/usr/lib/python3.12/importlib/__init__.py", line 90, in import_module
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:     return _bootstrap._gcd_import(name[level:], package, level)
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
2026-05-08T13:34:10+00:00 myastra uvicorn[1598966]:   File "<frozen importlib._bootstrap_external>", line 991, in exec_module
